equipment_type,part_category,lead_time,lead_time_variability,supplier_count,supplier_reliability,supplier_dependency,stock_level,safety_stock,reorder_point,demand_rate,demand_variability,failure_rate,MTBF,MTTR,equipment_criticality,part_criticality,transport_delay,customs_delay,historical_stockouts,historical_downtime,riesgo_stockout,downtime_esperado_horas
Scooptram (LHD),Desagüe y Bombeo de Relaves,109.3,14.6,2,0.955,0.792,0,0,2,0.78,0.15,0.0368,652.2,12.2,2,3,0.8,8.0,1,26.3,1,36.7
Bomba de Desagüe Multietapa,Desagüe y Bombeo de Relaves,89.6,11.6,3,0.95,0.709,5,0,4,1.96,0.61,0.057,420.8,19.2,3,3,1.4,13.0,2,132.7,0,0.7
Ventilador Axial Principal,Electrónica y Control ECM,87.7,29.0,1,0.89,1.0,8,2,7,2.5,0.52,0.037,648.3,19.4,3,3,1.0,4.4,2,99.4,0,0.2
Scooptram (LHD),Desagüe y Bombeo de Relaves,115.2,30.6,1,0.833,1.0,6,2,8,2.28,0.8,0.0544,441.0,16.0,2,3,0.1,5.2,1,39.1,0,7.4
Jumbo de Perforación,Transmisión y Tren de Potencia,90.7,30.7,3,0.929,0.68,2,0,3,1.54,0.74,0.0432,555.3,19.5,2,2,0.6,14.1,1,67.1,0,10.2
Compresor Estacionario,Perforación y Rotación,178.4,43.8,3,0.952,0.761,7,2,8,1.51,0.24,0.0303,792.0,14.6,1,2,8.7,15.0,1,62.1,0,6.7
Scooptram (LHD),Hidráulica de Alta Presión,166.7,35.9,2,0.892,0.871,7,2,11,2.2,0.48,0.051,470.6,25.4,2,3,18.8,0.9,2,49.8,0,6.6
Scooptram (LHD),Transmisión y Tren de Potencia,166.4,49.6,2,0.748,0.574,8,2,24,5.77,1.6,0.0508,472.8,19.0,2,2,0.7,0.6,0,0.0,1,54.6
Ventilador Axial Principal,Hidráulica de Alta Presión,92.5,13.0,2,0.847,0.631,4,1,5,1.76,0.33,0.0347,691.3,14.6,3,3,3.7,2.7,1,72.5,0,0.9
Faja Transportadora,Desagüe y Bombeo de Relaves,78.5,15.3,1,0.787,1.0,2,0,1,0.2,0.05,0.0084,1800.0,12.0,3,3,0.2,4.8,1,44.1,0,3.8
Scooptram (LHD),Transmisión y Tren de Potencia,113.2,24.5,1,0.89,1.0,3,1,7,2.33,0.93,0.0315,762.6,21.2,2,2,4.7,5.5,5,356.0,1,45.8
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,104.4,18.2,1,0.739,1.0,1,2,3,0.57,0.09,0.0451,531.8,22.2,3,3,0.1,4.6,2,87.2,0,2.2
Shovel / Pala,Hidráulica de Alta Presión,88.9,17.1,1,0.805,1.0,6,0,4,1.96,0.44,0.0779,308.3,20.8,3,3,0.7,4.3,2,104.1,1,62.2
Scooptram (LHD),Perforación y Rotación,72.9,8.7,1,0.729,1.0,1,1,2,0.44,0.13,0.0192,1250.0,22.9,2,2,0.5,21.2,3,218.4,0,4.9
Shovel / Pala,Desagüe y Bombeo de Relaves,108.4,16.2,1,0.786,1.0,6,1,8,2.77,0.83,0.043,558.0,17.8,3,3,4.5,0.4,1,21.9,0,0.7
Jumbo de Perforación,Electrónica y Control ECM,95.5,17.6,2,0.913,0.62,6,0,5,2.24,0.93,0.0145,1654.7,21.6,2,3,0.4,0.6,0,0.0,0,7.2
Bomba de Desagüe Multietapa,Electrónica y Control ECM,140.0,41.8,2,0.954,0.854,6,3,5,0.66,0.11,0.0672,357.3,18.1,3,3,1.5,5.3,1,53.9,0,23.3
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,138.8,20.2,3,0.893,0.677,4,0,11,3.44,0.67,0.0364,659.6,12.9,3,2,3.2,1.5,1,36.3,1,77.1
Ventilador Axial Principal,Transmisión y Tren de Potencia,161.7,30.2,1,0.83,1.0,1,0,4,1.13,0.25,0.0106,1800.0,12.0,3,2,3.6,3.0,1,66.4,1,70.1
Scooptram (LHD),Perforación y Rotación,70.8,8.2,1,0.713,1.0,1,0,2,1.37,0.4,0.0264,908.5,12.1,2,2,0.0,1.3,2,58.4,0,0.1
Perforadora Long Hole,Hidráulica de Alta Presión,126.6,30.3,2,0.901,0.677,0,0,1,0.48,0.18,0.0313,766.0,7.4,2,3,1.9,0.2,2,104.3,1,34.2
Jumbo de Perforación,Transmisión y Tren de Potencia,85.3,21.6,1,0.822,1.0,2,1,1,0.2,0.04,0.0182,1319.0,9.4,2,2,8.3,1.6,2,132.3,0,12.1
Scooptram (LHD),Transmisión y Tren de Potencia,71.8,22.7,1,0.668,1.0,4,2,3,0.43,0.15,0.0246,974.5,17.9,2,2,0.6,0.1,0,0.0,0,2.1
Scooptram (LHD),Transmisión y Tren de Potencia,94.7,28.9,2,0.881,0.63,8,1,7,2.72,1.12,0.0555,432.5,7.5,2,2,0.5,1.7,0,0.0,0,0.7
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,159.9,27.4,1,0.65,1.0,4,1,6,1.43,0.68,0.025,960.3,12.7,3,2,2.4,0.3,4,192.0,1,62.6
Bomba de Desagüe Multietapa,Electrónica y Control ECM,96.6,13.0,3,0.811,0.717,2,1,5,1.81,0.6,0.0459,522.6,15.6,3,3,6.1,17.5,2,56.7,1,84.6
Scooptram (LHD),Hidráulica de Alta Presión,190.3,26.5,2,0.951,0.89,3,2,7,1.04,0.23,0.005,1800.0,21.5,2,3,4.1,13.3,2,40.3,1,79.7
Ventilador Axial Principal,Electrónica y Control ECM,133.3,45.6,1,0.827,1.0,6,2,9,2.37,0.44,0.0282,849.6,29.1,3,3,0.4,1.1,3,211.6,0,0.5
Scooptram (LHD),Hidráulica de Alta Presión,95.8,25.7,2,0.819,0.686,6,2,6,1.8,0.51,0.0695,345.1,17.1,2,3,20.1,5.3,3,121.9,0,0.2
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,165.1,18.3,2,0.818,0.678,5,1,6,1.31,0.61,0.0334,719.3,12.5,3,3,0.9,8.9,2,44.0,1,85.9
Scooptram (LHD),Hidráulica de Alta Presión,128.6,17.3,2,0.885,0.627,4,1,5,1.42,0.43,0.0185,1296.2,16.0,2,3,9.2,5.2,3,157.6,0,0.1
Bomba de Desagüe Multietapa,Desagüe y Bombeo de Relaves,79.4,17.6,3,0.892,0.739,1,1,2,0.38,0.15,0.0309,777.8,24.7,3,3,5.6,3.5,1,16.2,0,2.0
Jumbo de Perforación,Transmisión y Tren de Potencia,210.8,32.0,2,0.91,0.63,2,1,2,0.24,0.12,0.0121,1800.0,23.8,2,2,0.7,14.1,0,0.0,0,3.0
Compresor Estacionario,Electrónica y Control ECM,120.5,36.2,1,0.65,1.0,11,1,9,2.91,1.32,0.0803,299.0,24.8,1,3,8.6,5.5,1,52.2,1,35.0
Scooptram (LHD),Ventilación y Flujo de Aire,110.7,26.9,1,0.925,1.0,1,1,4,1.22,0.57,0.0151,1593.7,24.5,2,3,2.4,0.5,1,43.8,0,4.4
Jumbo de Perforación,Ventilación y Flujo de Aire,81.5,20.6,2,0.872,0.712,0,1,2,0.58,0.28,0.0368,652.2,12.7,2,3,0.2,0.2,1,49.1,0,3.7
Scooptram (LHD),Transmisión y Tren de Potencia,166.2,35.9,1,0.929,1.0,5,2,12,2.57,1.04,0.0532,451.4,11.7,2,2,14.3,8.3,1,23.1,1,77.2
Compresor Estacionario,Transmisión y Tren de Potencia,131.8,21.6,2,0.826,0.66,6,1,10,3.05,1.52,0.0523,458.7,10.5,1,2,4.6,1.5,2,144.9,1,33.9
Perforadora Long Hole,Transmisión y Tren de Potencia,137.1,33.9,2,0.8,0.622,0,1,2,0.36,0.08,0.0157,1530.9,15.4,2,2,5.1,5.8,1,18.2,1,61.7
Jumbo de Perforación,Electrónica y Control ECM,92.1,25.7,2,0.868,0.639,5,2,3,0.66,0.19,0.0287,836.4,16.4,2,3,4.8,0.7,2,35.3,0,1.0
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,147.3,28.4,1,0.823,1.0,3,1,6,1.56,0.61,0.0361,665.6,21.3,3,2,0.7,7.2,1,38.6,1,71.0
Perforadora Long Hole,Desagüe y Bombeo de Relaves,151.4,34.2,2,0.834,0.866,5,3,4,0.27,0.09,0.0151,1593.4,18.8,2,3,10.9,0.7,4,229.2,0,21.3
Ventilador Axial Principal,Desagüe y Bombeo de Relaves,87.0,27.0,1,0.65,1.0,2,1,6,2.47,0.86,0.0222,1080.7,13.6,3,3,6.1,16.0,4,81.3,0,0.9
Ventilador Axial Principal,Hidráulica de Alta Presión,67.0,9.2,2,0.711,0.917,3,0,3,1.63,0.66,0.0325,738.5,20.4,3,3,28.7,2.6,3,165.0,1,94.0
Scooptram (LHD),Hidráulica de Alta Presión,134.8,31.9,2,0.911,0.701,7,1,8,2.28,0.51,0.0206,1162.6,14.8,2,3,0.4,2.3,1,30.2,0,2.7
Scooptram (LHD),Electrónica y Control ECM,63.4,11.9,2,0.714,0.575,2,1,4,2.11,0.71,0.0492,487.5,25.4,2,3,4.6,0.0,2,102.2,0,7.5
Compresor Estacionario,Transmisión y Tren de Potencia,116.0,32.0,1,0.888,1.0,7,2,6,1.3,0.29,0.0666,360.3,19.4,1,2,0.4,15.0,1,28.7,0,0.6
Compresor Estacionario,Hidráulica de Alta Presión,94.1,9.8,2,0.819,0.576,6,2,9,3.04,1.28,0.0492,488.0,21.3,1,3,9.7,7.6,1,26.9,0,7.8
Bomba de Desagüe Multietapa,Perforación y Rotación,168.5,45.1,2,0.9,0.808,6,2,11,2.3,0.97,0.0271,884.7,19.1,3,2,0.3,40.4,2,110.7,0,14.3
Jumbo de Perforación,Hidráulica de Alta Presión,95.9,12.1,1,0.858,1.0,0,0,1,0.41,0.16,0.0257,935.3,14.1,2,3,0.4,3.5,2,119.9,1,27.4
Jumbo de Perforación,Perforación y Rotación,162.1,18.8,3,0.715,0.605,5,0,11,2.85,0.92,0.09,266.7,16.0,2,2,0.4,3.4,2,72.5,1,56.6
Shovel / Pala,Ventilación y Flujo de Aire,91.9,25.8,2,0.74,0.832,3,2,4,1.02,0.34,0.0572,419.9,20.7,3,3,1.7,9.2,1,59.0,0,0.5
Compresor Estacionario,Desagüe y Bombeo de Relaves,156.1,40.6,2,0.79,0.647,5,1,9,2.18,0.93,0.0093,1800.0,19.0,1,3,8.6,7.7,4,168.6,1,38.2
Compresor Estacionario,Hidráulica de Alta Presión,226.2,73.2,1,0.65,1.0,1,0,1,0.26,0.11,0.0136,1770.6,22.4,1,3,1.9,10.1,2,77.5,1,39.8
Shovel / Pala,Hidráulica de Alta Presión,75.7,17.4,3,0.878,0.573,0,1,3,1.39,0.69,0.0482,498.3,19.3,3,3,4.9,1.5,4,273.7,0,0.7
Bomba de Desagüe Multietapa,Electrónica y Control ECM,121.8,28.3,2,0.78,0.71,9,2,7,1.74,0.67,0.0422,568.6,19.7,3,3,0.7,2.9,0,0.0,0,0.1
Scooptram (LHD),Hidráulica de Alta Presión,270.0,74.7,2,0.969,0.662,1,3,4,0.2,0.09,0.005,1800.0,22.4,2,3,5.3,0.6,2,47.8,0,0.3
Scooptram (LHD),Transmisión y Tren de Potencia,112.6,20.4,2,0.94,0.786,3,2,7,1.76,0.47,0.0588,408.5,9.2,2,2,21.3,12.8,0,0.0,0,3.9
Compresor Estacionario,Transmisión y Tren de Potencia,112.4,12.3,1,0.81,1.0,6,1,5,1.63,0.77,0.0392,612.0,15.4,1,2,0.3,8.0,4,141.1,0,1.2
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,145.0,22.8,1,0.84,1.0,1,3,12,2.69,1.26,0.0484,495.6,20.9,3,3,6.0,1.7,0,0.0,1,84.1
Scooptram (LHD),Hidráulica de Alta Presión,111.6,17.8,1,0.802,1.0,1,2,8,2.26,1.07,0.0159,1510.5,12.7,2,3,0.4,1.4,3,146.8,0,0.7
Scooptram (LHD),Desagüe y Bombeo de Relaves,60.5,11.1,1,0.848,1.0,6,1,5,2.59,0.96,0.0691,347.4,18.4,2,3,1.6,17.5,1,63.3,1,52.5
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,163.5,54.9,2,0.782,0.825,3,2,7,1.34,0.33,0.0215,1115.2,19.4,3,3,5.5,14.3,1,46.7,1,104.5
Scooptram (LHD),Hidráulica de Alta Presión,54.6,16.4,1,0.924,1.0,1,1,1,0.21,0.06,0.0162,1485.0,10.4,2,3,22.7,0.8,0,0.0,0,1.5
Scooptram (LHD),Electrónica y Control ECM,95.1,31.8,2,0.873,0.628,4,1,2,0.33,0.07,0.0164,1463.8,24.8,2,3,5.8,13.7,3,146.0,0,6.2
Ventilador Axial Principal,Perforación y Rotación,167.9,58.7,2,0.863,0.905,5,1,6,1.21,0.57,0.0106,1800.0,21.5,3,2,1.3,0.6,1,15.9,0,0.2
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,97.1,20.2,1,0.886,1.0,4,1,3,0.78,0.19,0.0539,445.0,19.8,3,2,3.2,10.4,3,84.2,0,1.1
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,86.3,13.5,1,0.892,1.0,3,1,4,1.52,0.27,0.025,960.2,13.6,3,3,6.0,2.1,1,69.8,0,8.0
Scooptram (LHD),Electrónica y Control ECM,149.6,35.9,2,0.894,0.578,1,0,1,0.33,0.06,0.0406,591.8,25.1,2,3,1.7,5.1,1,31.9,0,2.8
Bomba de Desagüe Multietapa,Perforación y Rotación,81.7,26.2,1,0.65,1.0,3,2,4,1.01,0.29,0.0441,544.5,9.1,3,2,3.6,22.2,1,40.2,0,1.0
Scooptram (LHD),Desagüe y Bombeo de Relaves,71.7,15.5,1,0.895,1.0,3,0,4,2.44,1.1,0.0234,1024.3,18.6,2,3,2.2,2.6,1,30.0,0,3.1
Jumbo de Perforación,Electrónica y Control ECM,121.1,27.4,2,0.91,0.858,3,1,5,1.48,0.67,0.0261,919.6,12.8,2,3,6.7,9.0,2,131.4,0,4.4
Shovel / Pala,Transmisión y Tren de Potencia,103.2,13.8,2,0.973,0.707,7,1,5,1.53,0.48,0.0263,912.9,27.0,3,2,4.4,5.0,0,0.0,0,0.2
Bomba de Desagüe Multietapa,Electrónica y Control ECM,71.2,14.6,2,0.854,0.629,3,1,3,1.06,0.5,0.09,266.7,15.5,3,3,12.0,4.6,2,44.8,0,0.1
Perforadora Long Hole,Hidráulica de Alta Presión,137.5,27.0,2,0.909,0.833,5,1,4,0.82,0.25,0.0768,312.7,20.5,2,3,0.5,9.3,3,165.0,0,3.4
Bomba de Desagüe Multietapa,Ventilación y Flujo de Aire,129.4,24.3,2,0.786,0.611,2,3,10,2.45,0.98,0.0209,1149.7,14.6,3,3,10.0,9.8,2,146.2,0,2.5
Ventilador Axial Principal,Ventilación y Flujo de Aire,97.0,31.2,1,0.725,1.0,6,2,12,4.39,1.71,0.061,393.2,14.3,3,3,1.2,13.4,1,45.6,1,73.4
Scooptram (LHD),Perforación y Rotación,99.3,11.4,3,0.968,0.787,6,1,8,3.15,1.18,0.0665,360.9,23.3,2,2,2.3,9.8,1,68.7,1,59.0
Jumbo de Perforación,Hidráulica de Alta Presión,129.7,44.5,1,0.768,1.0,3,2,4,0.69,0.16,0.0439,546.7,19.7,2,3,0.6,4.9,5,140.6,0,4.5
Jumbo de Perforación,Hidráulica de Alta Presión,166.9,17.0,2,0.951,0.796,7,2,15,3.44,1.66,0.0686,349.7,11.9,2,3,3.4,3.9,1,68.2,1,45.6
Scooptram (LHD),Electrónica y Control ECM,99.6,33.5,2,0.829,0.839,1,0,3,1.26,0.53,0.0136,1758.2,26.7,2,3,1.0,0.3,2,83.1,1,24.6
Faja Transportadora,Ventilación y Flujo de Aire,138.3,32.8,2,0.842,0.838,3,0,8,2.33,0.48,0.0238,1007.3,23.0,3,3,7.5,14.6,0,0.0,1,101.9
Jumbo de Perforación,Desagüe y Bombeo de Relaves,134.1,36.9,3,0.962,0.773,4,2,3,0.38,0.09,0.0432,555.6,20.6,2,3,2.8,9.9,6,396.2,0,2.2
Compresor Estacionario,Hidráulica de Alta Presión,149.6,22.0,1,0.657,1.0,6,0,7,2.07,0.74,0.005,1800.0,7.5,1,3,12.2,8.9,1,38.6,1,32.2
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,111.5,29.4,1,0.845,1.0,2,0,12,4.64,2.26,0.0333,720.5,25.0,3,3,1.9,4.9,0,0.0,1,61.8
Shovel / Pala,Electrónica y Control ECM,79.9,25.6,1,0.898,1.0,5,2,9,3.6,0.58,0.0285,841.2,19.8,3,3,6.6,3.8,5,111.9,0,14.2
Ventilador Axial Principal,Transmisión y Tren de Potencia,93.6,12.6,1,0.882,1.0,4,2,2,0.2,0.08,0.0052,1800.0,22.4,3,2,1.5,3.9,0,0.0,0,0.6
Bomba de Desagüe Multietapa,Desagüe y Bombeo de Relaves,124.0,16.3,2,0.916,0.585,3,1,2,0.41,0.19,0.0235,1023.0,23.4,3,3,11.4,1.2,2,83.8,0,2.1
Ventilador Axial Principal,Transmisión y Tren de Potencia,207.9,36.6,1,0.843,1.0,7,3,9,1.14,0.28,0.0153,1563.9,8.7,3,2,11.8,10.0,3,221.9,0,3.2
Scooptram (LHD),Desagüe y Bombeo de Relaves,92.9,13.0,3,0.899,0.88,2,0,7,3.1,0.61,0.0129,1800.0,12.7,2,3,4.5,20.7,1,57.4,1,67.5
Shovel / Pala,Electrónica y Control ECM,145.8,18.6,2,0.808,0.712,9,3,9,1.83,0.86,0.0369,649.7,31.2,3,3,1.5,31.7,2,104.0,0,4.5
Jumbo de Perforación,Desagüe y Bombeo de Relaves,98.1,26.4,1,0.762,1.0,5,1,6,2.12,0.9,0.09,266.7,12.3,2,3,1.8,2.7,3,106.8,1,42.8
Scooptram (LHD),Transmisión y Tren de Potencia,114.3,17.5,1,0.65,1.0,3,1,2,0.26,0.12,0.0223,1076.3,23.3,2,2,5.0,0.6,0,0.0,0,11.6
Bomba de Desagüe Multietapa,Desagüe y Bombeo de Relaves,187.0,49.9,1,0.934,1.0,6,3,13,2.29,0.75,0.0297,809.2,20.3,3,3,1.3,0.8,2,135.6,1,70.8
Scooptram (LHD),Hidráulica de Alta Presión,143.7,45.3,3,0.861,0.77,4,1,6,1.57,0.33,0.0281,853.3,17.8,2,3,2.5,3.3,1,30.1,0,0.3
Faja Transportadora,Electrónica y Control ECM,71.2,18.7,2,0.854,0.791,1,1,3,0.95,0.3,0.0793,302.5,13.9,3,3,1.5,9.0,0,0.0,0,1.1
Faja Transportadora,Hidráulica de Alta Presión,90.0,11.7,1,0.65,1.0,4,1,6,2.39,0.53,0.019,1263.5,15.7,3,3,4.9,0.7,2,62.3,0,1.3
Compresor Estacionario,Transmisión y Tren de Potencia,170.7,41.6,1,0.865,1.0,5,0,5,1.15,0.52,0.0136,1767.7,18.8,1,2,6.0,7.0,1,62.6,1,39.6
Jumbo de Perforación,Transmisión y Tren de Potencia,115.6,22.9,1,0.866,1.0,4,0,6,2.06,1.01,0.0073,1800.0,15.4,2,2,9.2,7.5,3,91.6,0,3.0
Scooptram (LHD),Hidráulica de Alta Presión,73.6,13.7,1,0.889,1.0,0,2,4,1.25,0.47,0.0151,1590.3,19.3,2,3,6.8,1.1,1,28.3,0,1.1
Compresor Estacionario,Perforación y Rotación,82.6,14.8,2,0.856,0.682,3,0,2,1.21,0.18,0.013,1800.0,12.7,1,2,0.3,8.0,3,124.1,0,11.7
Jumbo de Perforación,Hidráulica de Alta Presión,140.7,46.8,2,0.804,0.757,6,2,10,2.5,1.04,0.0259,926.4,14.7,2,3,1.9,7.1,0,0.0,1,72.3
Faja Transportadora,Desagüe y Bombeo de Relaves,155.8,44.5,2,0.967,0.831,5,2,8,1.61,0.46,0.09,266.7,15.8,3,3,0.1,1.2,0,0.0,1,79.3
Faja Transportadora,Perforación y Rotación,110.7,14.8,3,0.909,0.906,8,1,10,3.38,1.24,0.0252,950.5,19.4,3,2,0.5,13.3,1,31.9,1,72.0
Perforadora Long Hole,Hidráulica de Alta Presión,261.6,57.3,1,0.889,1.0,9,3,16,2.14,0.34,0.0102,1800.0,19.6,2,3,4.9,11.2,1,22.9,1,101.4
Jumbo de Perforación,Ventilación y Flujo de Aire,146.8,26.4,1,0.789,1.0,5,2,7,1.44,0.6,0.0212,1134.5,14.8,2,3,1.2,10.1,2,111.1,0,4.9
Jumbo de Perforación,Hidráulica de Alta Presión,101.0,34.8,2,0.87,0.564,5,2,7,2.01,0.77,0.0448,535.6,24.2,2,3,18.0,7.9,1,58.8,0,0.2
Perforadora Long Hole,Hidráulica de Alta Presión,82.7,28.5,1,0.808,1.0,4,1,3,0.83,0.33,0.0495,484.7,17.4,2,3,15.5,5.6,1,71.0,0,0.1
Jumbo de Perforación,Transmisión y Tren de Potencia,78.2,14.1,1,0.87,1.0,1,0,2,1.16,0.48,0.0548,438.1,17.5,2,2,1.2,4.1,1,28.7,1,25.7
Scooptram (LHD),Perforación y Rotación,123.7,23.3,2,0.922,0.612,0,0,1,0.28,0.07,0.0147,1635.8,24.9,2,2,5.4,10.2,0,0.0,1,53.3
Ventilador Axial Principal,Hidráulica de Alta Presión,92.7,23.2,1,0.722,1.0,2,2,3,0.49,0.19,0.0562,426.9,20.6,3,3,2.5,0.8,1,67.4,0,0.0
Compresor Estacionario,Electrónica y Control ECM,197.6,43.4,2,0.877,0.611,1,1,3,0.4,0.08,0.0218,1099.9,18.0,1,3,3.3,8.7,2,35.9,1,59.3
Bomba de Desagüe Multietapa,Electrónica y Control ECM,183.8,28.2,2,0.815,0.876,7,1,13,2.88,0.88,0.0875,274.4,19.6,3,3,0.6,1.9,1,29.5,1,76.9
Bomba de Desagüe Multietapa,Desagüe y Bombeo de Relaves,137.3,36.4,1,0.906,1.0,8,0,11,3.32,0.59,0.0194,1239.2,8.8,3,3,1.6,0.9,0,0.0,1,53.3
Scooptram (LHD),Hidráulica de Alta Presión,72.8,13.4,1,0.819,1.0,4,2,6,2.52,0.95,0.0298,806.3,15.1,2,3,6.7,22.3,3,134.3,0,2.2
Bomba de Desagüe Multietapa,Ventilación y Flujo de Aire,86.9,22.9,1,0.767,1.0,5,2,5,1.6,0.76,0.0721,332.6,9.7,3,3,5.5,7.8,0,0.0,1,72.2
Faja Transportadora,Ventilación y Flujo de Aire,170.7,33.4,2,0.799,0.891,4,1,4,0.66,0.29,0.0336,714.5,13.3,3,3,2.1,10.8,2,148.0,1,103.5
Scooptram (LHD),Ventilación y Flujo de Aire,90.3,24.8,1,0.802,1.0,8,1,10,4.34,0.84,0.02,1200.4,25.0,2,3,13.2,7.2,2,68.9,0,0.1
Ventilador Axial Principal,Perforación y Rotación,162.9,43.5,3,0.921,0.61,9,2,14,3.18,1.0,0.0097,1800.0,14.5,3,2,6.9,2.8,2,130.3,1,78.0
Perforadora Long Hole,Desagüe y Bombeo de Relaves,129.9,29.5,2,0.768,0.85,1,1,2,0.39,0.06,0.0271,886.1,28.6,2,3,0.2,0.1,0,0.0,0,16.0
Shovel / Pala,Hidráulica de Alta Presión,112.0,30.9,1,0.659,1.0,2,0,6,2.15,0.33,0.0813,295.2,12.7,3,3,4.2,2.5,2,113.3,1,57.6
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,86.0,18.5,2,0.776,0.869,4,0,3,1.37,0.25,0.0227,1056.7,20.1,3,2,4.5,6.8,1,48.1,0,0.5
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,106.4,13.7,2,0.95,0.748,5,1,6,2.0,0.9,0.0638,376.1,21.6,3,2,10.1,5.7,1,21.3,0,5.5
Jumbo de Perforación,Transmisión y Tren de Potencia,117.5,17.1,1,0.813,1.0,6,3,9,2.2,0.88,0.0092,1800.0,18.8,2,2,0.7,2.5,1,66.8,0,1.6
Jumbo de Perforación,Transmisión y Tren de Potencia,157.9,25.5,2,0.886,0.813,1,0,1,0.26,0.12,0.0178,1351.5,16.8,2,2,16.3,0.5,1,54.8,0,2.1
Perforadora Long Hole,Transmisión y Tren de Potencia,80.7,9.3,2,0.74,0.568,5,1,6,2.41,1.13,0.0207,1158.1,12.1,2,2,11.9,0.9,0,0.0,0,5.3
Perforadora Long Hole,Transmisión y Tren de Potencia,100.3,27.9,1,0.65,1.0,5,1,7,2.56,0.87,0.0668,359.5,24.7,2,2,11.6,3.7,1,74.3,0,9.6
Perforadora Long Hole,Perforación y Rotación,111.7,21.4,1,0.725,1.0,3,2,6,1.68,0.48,0.0341,703.4,28.3,2,2,0.9,0.5,2,134.4,0,3.9
Compresor Estacionario,Hidráulica de Alta Presión,138.7,17.1,1,0.701,1.0,2,0,6,1.78,0.56,0.0789,304.0,10.2,1,3,3.0,3.9,3,46.4,1,22.0
Ventilador Axial Principal,Perforación y Rotación,80.0,24.4,1,0.65,1.0,3,0,3,1.6,0.36,0.028,857.5,14.0,3,2,0.0,22.3,1,19.3,0,5.4
Ventilador Axial Principal,Transmisión y Tren de Potencia,69.4,18.8,1,0.65,1.0,4,2,9,4.43,2.17,0.0653,367.5,19.1,3,2,0.7,5.1,3,62.1,1,58.2
Shovel / Pala,Electrónica y Control ECM,139.3,29.7,2,0.881,0.774,3,1,2,0.2,0.09,0.0112,1800.0,11.0,3,3,17.5,0.7,2,95.8,0,5.0
Bomba de Desagüe Multietapa,Desagüe y Bombeo de Relaves,64.7,10.5,1,0.717,1.0,5,1,7,3.76,1.01,0.0522,459.6,18.1,3,3,4.3,4.5,3,129.8,0,3.1
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,172.5,23.8,1,0.878,1.0,6,1,6,1.29,0.41,0.0229,1050.1,16.7,3,2,2.3,0.7,0,0.0,1,77.2
Shovel / Pala,Transmisión y Tren de Potencia,104.2,22.4,1,0.865,1.0,1,1,2,0.48,0.14,0.0206,1162.8,10.5,3,2,3.1,15.8,2,123.1,0,1.5
Compresor Estacionario,Transmisión y Tren de Potencia,64.0,20.6,2,0.854,0.618,1,0,2,1.36,0.53,0.0317,756.2,12.6,1,2,6.7,7.0,1,50.2,1,23.0
Jumbo de Perforación,Transmisión y Tren de Potencia,93.0,13.7,1,0.853,1.0,4,2,6,1.65,0.59,0.046,521.7,19.5,2,2,3.0,10.3,1,47.1,0,0.7
Jumbo de Perforación,Perforación y Rotación,125.6,30.4,1,0.826,1.0,2,1,4,1.17,0.37,0.09,266.7,23.0,2,2,0.9,4.5,0,0.0,1,31.9
Scooptram (LHD),Desagüe y Bombeo de Relaves,91.3,31.1,1,0.732,1.0,3,0,5,2.13,0.68,0.0157,1531.0,17.3,2,3,0.7,0.6,3,185.5,1,19.5
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,110.8,28.7,2,0.758,0.58,6,3,7,1.4,0.34,0.0199,1203.7,25.2,3,3,3.0,2.1,2,88.0,0,4.3
Scooptram (LHD),Hidráulica de Alta Presión,142.5,29.9,2,0.869,0.593,1,0,1,0.31,0.09,0.0215,1116.0,18.2,2,3,5.8,12.9,0,0.0,0,6.2
Ventilador Axial Principal,Transmisión y Tren de Potencia,102.5,28.6,1,0.65,1.0,2,1,3,0.79,0.39,0.0422,568.5,15.7,3,2,3.8,1.5,2,31.6,0,1.0
Ventilador Axial Principal,Hidráulica de Alta Presión,79.2,24.3,1,0.65,1.0,2,2,2,0.2,0.09,0.005,1800.0,17.2,3,3,11.0,2.1,1,60.7,0,6.7
Jumbo de Perforación,Electrónica y Control ECM,99.1,24.5,1,0.696,1.0,8,0,5,2.28,1.13,0.0178,1344.6,22.2,2,3,7.9,14.4,1,50.7,0,0.3
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,180.5,57.4,2,0.958,0.571,4,0,12,2.84,0.81,0.0544,440.9,21.1,3,3,10.5,5.4,0,0.0,1,100.0
Scooptram (LHD),Electrónica y Control ECM,198.4,45.4,1,0.812,1.0,4,1,17,3.46,0.85,0.0289,830.9,20.0,2,3,7.1,13.5,2,37.7,1,90.7
