MINE_ID,SUBUNIT,EQUIPMENT_TYPE,FAILURE_CAUSE,LOST_HOURS,PARTS_WAIT_HOURS,INSPECTION_YEAR
ANDINA-02,Drift / Ramp,Slurry Pump,Bearing Seizure,38.7,88.6,2025
ANDINA-02,Pump Station,Continuous Haulage,Bearing Seizure,12.0,18.1,2024
ANDINA-02,Drift / Ramp,Drill Jumbo,Hydraulic Burst,56.5,87.6,2023
ANDINA-02,Drift / Ramp,Continuous Haulage,Power Transmission Failure,15.0,26.9,2024
ANDINA-02,Stope Production Face,Haulage LHD,Hydraulic Burst,7.7,62.2,2023
TITAN-01,Shaft / Hoistway,Mine Fan,Power Transmission Failure,32.6,34.2,2025
SUR-03,Stope Production Face,Mine Fan,Bearing Seizure,8.3,46.7,2025
ANDINA-02,Pump Station,Haulage LHD,Bearing Seizure,37.6,24.1,2024
SUR-03,Pump Station,Drill Jumbo,Power Transmission Failure,86.7,70.2,2025
SUR-03,Pump Station,Haulage LHD,Power Transmission Failure,40.3,26.6,2024
ANDINA-02,Stope Production Face,Continuous Haulage,Bearing Seizure,4.5,29.4,2025
TITAN-01,Drift / Ramp,Haulage LHD,Bearing Seizure,26.0,35.0,2023
ANDINA-02,Drift / Ramp,Haulage LHD,Hydraulic Burst,32.5,85.6,2025
TITAN-01,Underground Haulageway,Drill Jumbo,Bearing Seizure,45.9,51.7,2023
SUR-03,Pump Station,Continuous Haulage,Power Transmission Failure,5.4,20.6,2024
TITAN-01,Drift / Ramp,Slurry Pump,Hydraulic Burst,19.7,53.3,2024
TITAN-01,Underground Haulageway,Slurry Pump,Power Transmission Failure,22.4,49.4,2024
TITAN-01,Drift / Ramp,Mine Fan,Electrical Fault,8.4,128.3,2023
SUR-03,Pump Station,Haulage LHD,Hydraulic Burst,13.3,88.4,2024
SUR-03,Shaft / Hoistway,Mine Fan,Power Transmission Failure,17.9,50.0,2024
TITAN-01,Pump Station,Drill Jumbo,Bearing Seizure,47.0,20.1,2023
TITAN-01,Stope Production Face,Slurry Pump,Electrical Fault,67.6,72.6,2025
ANDINA-02,Drift / Ramp,Haulage LHD,Power Transmission Failure,27.8,41.1,2024
TITAN-01,Drift / Ramp,Drill Jumbo,Hydraulic Burst,16.1,202.5,2025
ANDINA-02,Stope Production Face,Drill Jumbo,Power Transmission Failure,11.0,13.6,2025
TITAN-01,Stope Production Face,Haulage LHD,Electrical Fault,100.6,4.0,2024
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,101.8,3.5,2024
SUR-03,Drift / Ramp,Haulage LHD,Electrical Fault,66.2,49.0,2023
TITAN-01,Drift / Ramp,Haulage LHD,Power Transmission Failure,41.0,134.5,2023
TITAN-01,Shaft / Hoistway,Continuous Haulage,Bearing Seizure,13.5,0.1,2024
TITAN-01,Underground Haulageway,Mine Fan,Bearing Seizure,44.8,62.1,2025
TITAN-01,Shaft / Hoistway,Drill Jumbo,Power Transmission Failure,16.6,51.4,2023
ANDINA-02,Pump Station,Drill Jumbo,Power Transmission Failure,13.5,63.3,2023
TITAN-01,Drift / Ramp,Continuous Haulage,Power Transmission Failure,36.8,21.1,2024
SUR-03,Stope Production Face,Continuous Haulage,Hydraulic Burst,6.0,82.4,2024
SUR-03,Pump Station,Continuous Haulage,Electrical Fault,5.2,2.2,2024
TITAN-01,Drift / Ramp,Slurry Pump,Electrical Fault,18.3,67.6,2024
SUR-03,Shaft / Hoistway,Slurry Pump,Electrical Fault,18.2,14.9,2023
TITAN-01,Pump Station,Slurry Pump,Power Transmission Failure,58.2,31.1,2023
TITAN-01,Drift / Ramp,Haulage LHD,Electrical Fault,7.2,83.0,2023
SUR-03,Underground Haulageway,Drill Jumbo,Power Transmission Failure,7.2,15.2,2025
TITAN-01,Underground Haulageway,Mine Fan,Hydraulic Burst,7.8,9.8,2023
SUR-03,Stope Production Face,Haulage LHD,Bearing Seizure,4.7,54.9,2023
ANDINA-02,Drift / Ramp,Drill Jumbo,Power Transmission Failure,5.8,36.6,2024
TITAN-01,Underground Haulageway,Drill Jumbo,Power Transmission Failure,29.9,34.7,2023
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Bearing Seizure,17.6,14.2,2023
SUR-03,Drift / Ramp,Continuous Haulage,Bearing Seizure,38.6,1.7,2023
ANDINA-02,Shaft / Hoistway,Haulage LHD,Hydraulic Burst,121.7,25.3,2024
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Electrical Fault,29.8,5.4,2023
SUR-03,Underground Haulageway,Drill Jumbo,Power Transmission Failure,5.2,113.5,2023
ANDINA-02,Drift / Ramp,Continuous Haulage,Electrical Fault,6.7,2.0,2025
ANDINA-02,Pump Station,Slurry Pump,Power Transmission Failure,55.1,27.1,2025
SUR-03,Underground Haulageway,Continuous Haulage,Hydraulic Burst,22.0,2.6,2025
ANDINA-02,Underground Haulageway,Drill Jumbo,Bearing Seizure,45.8,4.8,2025
SUR-03,Drift / Ramp,Haulage LHD,Hydraulic Burst,50.6,51.6,2024
ANDINA-02,Drift / Ramp,Mine Fan,Bearing Seizure,67.0,50.0,2025
SUR-03,Shaft / Hoistway,Continuous Haulage,Electrical Fault,75.8,1.6,2023
SUR-03,Drift / Ramp,Drill Jumbo,Electrical Fault,23.4,0.1,2025
ANDINA-02,Shaft / Hoistway,Mine Fan,Hydraulic Burst,14.0,3.9,2024
ANDINA-02,Underground Haulageway,Mine Fan,Bearing Seizure,82.4,69.1,2025
ANDINA-02,Stope Production Face,Slurry Pump,Hydraulic Burst,23.0,42.2,2025
TITAN-01,Pump Station,Mine Fan,Bearing Seizure,5.6,1.9,2024
TITAN-01,Underground Haulageway,Drill Jumbo,Bearing Seizure,28.7,32.1,2024
TITAN-01,Drift / Ramp,Drill Jumbo,Electrical Fault,25.3,59.8,2024
SUR-03,Pump Station,Continuous Haulage,Electrical Fault,58.3,97.5,2024
ANDINA-02,Stope Production Face,Continuous Haulage,Bearing Seizure,29.4,130.5,2024
SUR-03,Stope Production Face,Continuous Haulage,Bearing Seizure,14.3,19.0,2024
TITAN-01,Shaft / Hoistway,Mine Fan,Bearing Seizure,85.3,7.0,2023
ANDINA-02,Pump Station,Mine Fan,Electrical Fault,42.8,13.0,2025
SUR-03,Shaft / Hoistway,Slurry Pump,Electrical Fault,27.9,71.9,2025
ANDINA-02,Underground Haulageway,Continuous Haulage,Power Transmission Failure,12.3,170.8,2024
SUR-03,Pump Station,Haulage LHD,Bearing Seizure,15.2,30.1,2024
ANDINA-02,Underground Haulageway,Slurry Pump,Power Transmission Failure,30.6,17.5,2023
TITAN-01,Shaft / Hoistway,Haulage LHD,Bearing Seizure,5.8,26.9,2023
TITAN-01,Pump Station,Mine Fan,Electrical Fault,11.1,17.5,2024
ANDINA-02,Shaft / Hoistway,Slurry Pump,Power Transmission Failure,34.0,14.2,2023
SUR-03,Pump Station,Slurry Pump,Power Transmission Failure,19.7,43.2,2023
TITAN-01,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,16.4,0.8,2024
TITAN-01,Stope Production Face,Mine Fan,Bearing Seizure,7.9,14.4,2024
TITAN-01,Shaft / Hoistway,Mine Fan,Electrical Fault,18.0,52.0,2024
ANDINA-02,Stope Production Face,Slurry Pump,Hydraulic Burst,39.3,1.6,2024
ANDINA-02,Shaft / Hoistway,Mine Fan,Hydraulic Burst,11.4,4.2,2025
SUR-03,Pump Station,Slurry Pump,Bearing Seizure,4.1,16.7,2025
SUR-03,Pump Station,Drill Jumbo,Hydraulic Burst,30.5,100.9,2024
SUR-03,Pump Station,Slurry Pump,Bearing Seizure,90.4,69.5,2023
ANDINA-02,Drift / Ramp,Mine Fan,Hydraulic Burst,26.4,1.1,2024
ANDINA-02,Underground Haulageway,Mine Fan,Bearing Seizure,7.1,33.4,2025
SUR-03,Pump Station,Slurry Pump,Electrical Fault,13.3,15.4,2023
SUR-03,Stope Production Face,Slurry Pump,Bearing Seizure,52.5,50.2,2025
ANDINA-02,Pump Station,Slurry Pump,Bearing Seizure,10.4,61.4,2024
SUR-03,Drift / Ramp,Continuous Haulage,Power Transmission Failure,26.5,95.4,2025
TITAN-01,Stope Production Face,Mine Fan,Electrical Fault,16.4,31.0,2025
ANDINA-02,Drift / Ramp,Mine Fan,Electrical Fault,9.6,249.3,2025
SUR-03,Stope Production Face,Continuous Haulage,Electrical Fault,44.3,187.7,2023
ANDINA-02,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,36.6,102.6,2025
TITAN-01,Underground Haulageway,Drill Jumbo,Power Transmission Failure,30.0,41.1,2023
ANDINA-02,Underground Haulageway,Slurry Pump,Electrical Fault,10.5,24.4,2024
ANDINA-02,Drift / Ramp,Slurry Pump,Hydraulic Burst,6.5,21.8,2024
ANDINA-02,Underground Haulageway,Continuous Haulage,Hydraulic Burst,24.6,0.6,2025
ANDINA-02,Drift / Ramp,Mine Fan,Hydraulic Burst,23.4,13.8,2023
TITAN-01,Drift / Ramp,Slurry Pump,Power Transmission Failure,9.0,60.9,2024
ANDINA-02,Drift / Ramp,Mine Fan,Hydraulic Burst,5.4,44.4,2023
ANDINA-02,Underground Haulageway,Haulage LHD,Power Transmission Failure,6.0,119.1,2023
SUR-03,Drift / Ramp,Mine Fan,Bearing Seizure,122.3,2.5,2025
ANDINA-02,Underground Haulageway,Drill Jumbo,Hydraulic Burst,40.7,8.1,2025
SUR-03,Drift / Ramp,Drill Jumbo,Electrical Fault,65.2,74.7,2023
TITAN-01,Pump Station,Slurry Pump,Hydraulic Burst,9.2,21.3,2023
TITAN-01,Drift / Ramp,Mine Fan,Bearing Seizure,81.6,6.0,2025
TITAN-01,Stope Production Face,Slurry Pump,Bearing Seizure,7.7,270.8,2023
TITAN-01,Drift / Ramp,Continuous Haulage,Hydraulic Burst,21.1,74.3,2025
SUR-03,Shaft / Hoistway,Drill Jumbo,Bearing Seizure,46.5,25.2,2023
ANDINA-02,Drift / Ramp,Slurry Pump,Power Transmission Failure,14.3,83.2,2025
TITAN-01,Stope Production Face,Continuous Haulage,Power Transmission Failure,17.3,54.8,2023
ANDINA-02,Stope Production Face,Slurry Pump,Hydraulic Burst,7.3,74.9,2025
SUR-03,Underground Haulageway,Mine Fan,Power Transmission Failure,7.1,81.0,2023
SUR-03,Pump Station,Mine Fan,Power Transmission Failure,27.2,4.2,2024
SUR-03,Drift / Ramp,Mine Fan,Electrical Fault,31.0,46.8,2024
TITAN-01,Underground Haulageway,Mine Fan,Hydraulic Burst,40.0,0.3,2023
ANDINA-02,Pump Station,Haulage LHD,Bearing Seizure,23.5,2.1,2024
ANDINA-02,Drift / Ramp,Continuous Haulage,Hydraulic Burst,28.9,112.5,2023
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Power Transmission Failure,4.3,36.0,2023
SUR-03,Drift / Ramp,Mine Fan,Electrical Fault,8.2,63.9,2024
TITAN-01,Stope Production Face,Haulage LHD,Hydraulic Burst,104.7,87.5,2023
SUR-03,Stope Production Face,Mine Fan,Hydraulic Burst,5.9,143.4,2025
SUR-03,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,31.3,97.7,2023
ANDINA-02,Underground Haulageway,Mine Fan,Power Transmission Failure,8.6,31.7,2023
SUR-03,Pump Station,Drill Jumbo,Hydraulic Burst,34.3,19.7,2024
ANDINA-02,Drift / Ramp,Drill Jumbo,Power Transmission Failure,33.4,8.1,2025
TITAN-01,Stope Production Face,Slurry Pump,Power Transmission Failure,10.4,24.5,2023
ANDINA-02,Underground Haulageway,Mine Fan,Power Transmission Failure,11.5,21.9,2023
TITAN-01,Shaft / Hoistway,Continuous Haulage,Power Transmission Failure,29.5,39.4,2023
ANDINA-02,Stope Production Face,Slurry Pump,Power Transmission Failure,15.9,52.6,2023
SUR-03,Shaft / Hoistway,Drill Jumbo,Electrical Fault,9.2,183.9,2023
SUR-03,Drift / Ramp,Mine Fan,Power Transmission Failure,35.6,62.6,2023
TITAN-01,Pump Station,Slurry Pump,Bearing Seizure,8.0,49.5,2025
TITAN-01,Stope Production Face,Mine Fan,Hydraulic Burst,50.5,19.6,2025
TITAN-01,Stope Production Face,Drill Jumbo,Electrical Fault,21.4,1.7,2023
ANDINA-02,Drift / Ramp,Slurry Pump,Electrical Fault,6.7,16.3,2023
ANDINA-02,Underground Haulageway,Drill Jumbo,Power Transmission Failure,32.4,70.2,2024
TITAN-01,Pump Station,Haulage LHD,Hydraulic Burst,21.6,11.0,2025
SUR-03,Stope Production Face,Drill Jumbo,Bearing Seizure,12.5,59.8,2025
ANDINA-02,Pump Station,Mine Fan,Power Transmission Failure,17.2,41.6,2023
ANDINA-02,Stope Production Face,Continuous Haulage,Hydraulic Burst,12.5,9.1,2025
ANDINA-02,Pump Station,Drill Jumbo,Power Transmission Failure,11.3,14.6,2025
TITAN-01,Shaft / Hoistway,Continuous Haulage,Power Transmission Failure,8.3,32.9,2024
TITAN-01,Stope Production Face,Haulage LHD,Power Transmission Failure,14.8,26.0,2024
TITAN-01,Pump Station,Slurry Pump,Power Transmission Failure,10.9,72.4,2025
TITAN-01,Underground Haulageway,Slurry Pump,Power Transmission Failure,31.6,63.6,2025
TITAN-01,Shaft / Hoistway,Continuous Haulage,Power Transmission Failure,31.6,41.0,2025
SUR-03,Shaft / Hoistway,Slurry Pump,Power Transmission Failure,20.7,82.9,2023
SUR-03,Underground Haulageway,Drill Jumbo,Bearing Seizure,40.1,39.7,2024
TITAN-01,Pump Station,Continuous Haulage,Electrical Fault,48.2,160.1,2023
ANDINA-02,Drift / Ramp,Mine Fan,Bearing Seizure,24.8,11.8,2024
TITAN-01,Underground Haulageway,Drill Jumbo,Power Transmission Failure,27.2,60.1,2024
SUR-03,Pump Station,Drill Jumbo,Power Transmission Failure,12.0,22.2,2024
SUR-03,Underground Haulageway,Drill Jumbo,Bearing Seizure,58.1,15.7,2025
ANDINA-02,Underground Haulageway,Mine Fan,Bearing Seizure,4.6,9.5,2024
SUR-03,Stope Production Face,Haulage LHD,Electrical Fault,14.3,38.6,2023
TITAN-01,Pump Station,Slurry Pump,Bearing Seizure,34.7,11.6,2024
ANDINA-02,Drift / Ramp,Continuous Haulage,Electrical Fault,6.0,10.7,2023
TITAN-01,Stope Production Face,Haulage LHD,Power Transmission Failure,8.9,223.7,2024
TITAN-01,Underground Haulageway,Continuous Haulage,Hydraulic Burst,25.4,77.7,2024
ANDINA-02,Underground Haulageway,Slurry Pump,Hydraulic Burst,23.7,66.2,2025
TITAN-01,Underground Haulageway,Mine Fan,Hydraulic Burst,36.2,75.8,2023
SUR-03,Pump Station,Drill Jumbo,Hydraulic Burst,44.2,166.6,2024
TITAN-01,Pump Station,Drill Jumbo,Power Transmission Failure,7.3,40.9,2024
ANDINA-02,Stope Production Face,Mine Fan,Hydraulic Burst,4.4,11.9,2023
ANDINA-02,Drift / Ramp,Haulage LHD,Bearing Seizure,32.1,95.1,2024
ANDINA-02,Stope Production Face,Haulage LHD,Bearing Seizure,12.6,65.2,2025
TITAN-01,Shaft / Hoistway,Continuous Haulage,Hydraulic Burst,27.6,25.7,2023
ANDINA-02,Underground Haulageway,Mine Fan,Bearing Seizure,7.9,30.8,2025
ANDINA-02,Underground Haulageway,Haulage LHD,Electrical Fault,19.2,25.4,2023
TITAN-01,Underground Haulageway,Mine Fan,Power Transmission Failure,20.8,127.6,2023
SUR-03,Stope Production Face,Slurry Pump,Hydraulic Burst,25.1,20.2,2023
TITAN-01,Stope Production Face,Drill Jumbo,Hydraulic Burst,21.3,158.9,2024
ANDINA-02,Underground Haulageway,Drill Jumbo,Power Transmission Failure,20.4,115.7,2023
ANDINA-02,Stope Production Face,Drill Jumbo,Bearing Seizure,13.7,47.8,2023
TITAN-01,Pump Station,Mine Fan,Power Transmission Failure,5.8,41.6,2023
SUR-03,Pump Station,Mine Fan,Power Transmission Failure,6.3,22.2,2025
ANDINA-02,Stope Production Face,Continuous Haulage,Bearing Seizure,17.7,0.9,2023
ANDINA-02,Underground Haulageway,Drill Jumbo,Power Transmission Failure,14.6,6.6,2024
ANDINA-02,Stope Production Face,Continuous Haulage,Bearing Seizure,21.4,67.4,2023
TITAN-01,Stope Production Face,Drill Jumbo,Bearing Seizure,12.7,30.6,2023
ANDINA-02,Stope Production Face,Continuous Haulage,Power Transmission Failure,31.9,7.8,2025
SUR-03,Shaft / Hoistway,Continuous Haulage,Electrical Fault,51.9,14.7,2024
ANDINA-02,Pump Station,Slurry Pump,Bearing Seizure,12.5,141.8,2024
ANDINA-02,Drift / Ramp,Continuous Haulage,Power Transmission Failure,9.1,22.0,2024
SUR-03,Drift / Ramp,Mine Fan,Bearing Seizure,7.0,114.4,2023
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Electrical Fault,27.0,17.4,2023
TITAN-01,Stope Production Face,Drill Jumbo,Electrical Fault,18.1,37.6,2024
TITAN-01,Shaft / Hoistway,Continuous Haulage,Hydraulic Burst,9.0,1.0,2024
TITAN-01,Shaft / Hoistway,Haulage LHD,Bearing Seizure,29.4,35.4,2025
SUR-03,Underground Haulageway,Drill Jumbo,Bearing Seizure,7.9,48.6,2024
ANDINA-02,Pump Station,Haulage LHD,Power Transmission Failure,23.4,12.8,2023
TITAN-01,Drift / Ramp,Drill Jumbo,Bearing Seizure,22.0,41.5,2023
SUR-03,Stope Production Face,Mine Fan,Hydraulic Burst,35.8,50.0,2023
ANDINA-02,Drift / Ramp,Mine Fan,Electrical Fault,5.4,55.7,2025
SUR-03,Drift / Ramp,Mine Fan,Electrical Fault,56.5,71.9,2024
TITAN-01,Pump Station,Haulage LHD,Hydraulic Burst,33.1,17.9,2023
TITAN-01,Drift / Ramp,Slurry Pump,Bearing Seizure,9.8,40.3,2025
TITAN-01,Drift / Ramp,Drill Jumbo,Bearing Seizure,8.9,191.7,2025
SUR-03,Shaft / Hoistway,Mine Fan,Hydraulic Burst,17.6,109.6,2023
SUR-03,Pump Station,Drill Jumbo,Power Transmission Failure,44.8,146.4,2025
TITAN-01,Underground Haulageway,Haulage LHD,Electrical Fault,48.4,23.4,2025
SUR-03,Stope Production Face,Slurry Pump,Hydraulic Burst,21.6,74.2,2023
TITAN-01,Drift / Ramp,Haulage LHD,Hydraulic Burst,51.3,46.4,2025
TITAN-01,Stope Production Face,Drill Jumbo,Bearing Seizure,4.1,4.1,2023
ANDINA-02,Underground Haulageway,Slurry Pump,Electrical Fault,4.9,83.4,2023
SUR-03,Stope Production Face,Slurry Pump,Bearing Seizure,62.3,54.3,2025
TITAN-01,Underground Haulageway,Haulage LHD,Hydraulic Burst,39.8,10.6,2023
TITAN-01,Shaft / Hoistway,Mine Fan,Power Transmission Failure,18.4,4.0,2023
SUR-03,Drift / Ramp,Drill Jumbo,Electrical Fault,37.6,87.1,2024
ANDINA-02,Underground Haulageway,Continuous Haulage,Hydraulic Burst,78.8,3.9,2023
ANDINA-02,Stope Production Face,Continuous Haulage,Hydraulic Burst,39.5,4.6,2024
TITAN-01,Drift / Ramp,Haulage LHD,Power Transmission Failure,48.3,26.8,2024
SUR-03,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,38.3,7.0,2024
ANDINA-02,Drift / Ramp,Drill Jumbo,Hydraulic Burst,8.4,117.6,2024
SUR-03,Underground Haulageway,Haulage LHD,Electrical Fault,47.0,30.5,2025
SUR-03,Shaft / Hoistway,Drill Jumbo,Electrical Fault,9.2,40.4,2025
TITAN-01,Stope Production Face,Mine Fan,Electrical Fault,57.6,126.4,2023
ANDINA-02,Shaft / Hoistway,Haulage LHD,Bearing Seizure,18.7,36.3,2023
TITAN-01,Shaft / Hoistway,Mine Fan,Power Transmission Failure,31.1,20.9,2023
ANDINA-02,Pump Station,Drill Jumbo,Electrical Fault,20.5,76.6,2025
ANDINA-02,Shaft / Hoistway,Haulage LHD,Bearing Seizure,6.4,28.1,2024
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Bearing Seizure,12.2,18.4,2025
ANDINA-02,Drift / Ramp,Haulage LHD,Power Transmission Failure,102.8,61.7,2025
ANDINA-02,Stope Production Face,Drill Jumbo,Power Transmission Failure,81.7,77.6,2023
SUR-03,Drift / Ramp,Mine Fan,Hydraulic Burst,13.3,75.3,2023
TITAN-01,Drift / Ramp,Mine Fan,Bearing Seizure,138.4,182.5,2023
SUR-03,Underground Haulageway,Drill Jumbo,Electrical Fault,48.8,74.2,2024
ANDINA-02,Drift / Ramp,Haulage LHD,Power Transmission Failure,26.7,70.5,2024
TITAN-01,Pump Station,Continuous Haulage,Bearing Seizure,5.0,93.5,2025
ANDINA-02,Pump Station,Mine Fan,Electrical Fault,59.6,0.0,2024
TITAN-01,Underground Haulageway,Mine Fan,Bearing Seizure,23.6,21.6,2023
SUR-03,Stope Production Face,Continuous Haulage,Power Transmission Failure,52.7,64.2,2024
TITAN-01,Stope Production Face,Drill Jumbo,Hydraulic Burst,47.2,43.9,2024
TITAN-01,Drift / Ramp,Haulage LHD,Bearing Seizure,47.0,9.4,2024
TITAN-01,Drift / Ramp,Drill Jumbo,Electrical Fault,32.7,17.4,2024
TITAN-01,Drift / Ramp,Slurry Pump,Power Transmission Failure,12.3,19.7,2023
TITAN-01,Stope Production Face,Mine Fan,Hydraulic Burst,13.8,40.3,2023
ANDINA-02,Shaft / Hoistway,Slurry Pump,Electrical Fault,12.9,85.5,2025
TITAN-01,Pump Station,Mine Fan,Electrical Fault,4.5,129.4,2025
TITAN-01,Shaft / Hoistway,Mine Fan,Electrical Fault,25.0,66.6,2025
SUR-03,Shaft / Hoistway,Slurry Pump,Bearing Seizure,32.8,88.9,2024
TITAN-01,Stope Production Face,Slurry Pump,Power Transmission Failure,50.2,30.5,2024
SUR-03,Shaft / Hoistway,Drill Jumbo,Electrical Fault,7.6,23.7,2023
ANDINA-02,Underground Haulageway,Slurry Pump,Bearing Seizure,22.9,23.9,2025
TITAN-01,Drift / Ramp,Drill Jumbo,Power Transmission Failure,4.2,45.9,2023
SUR-03,Underground Haulageway,Drill Jumbo,Power Transmission Failure,6.4,6.4,2025
SUR-03,Pump Station,Drill Jumbo,Bearing Seizure,5.3,41.6,2025
ANDINA-02,Drift / Ramp,Mine Fan,Bearing Seizure,35.0,52.5,2025
TITAN-01,Shaft / Hoistway,Mine Fan,Electrical Fault,6.0,27.7,2024
TITAN-01,Pump Station,Slurry Pump,Power Transmission Failure,34.2,146.9,2025
SUR-03,Drift / Ramp,Mine Fan,Hydraulic Burst,10.9,45.0,2025
TITAN-01,Shaft / Hoistway,Slurry Pump,Bearing Seizure,54.4,11.9,2024
SUR-03,Underground Haulageway,Mine Fan,Power Transmission Failure,44.3,31.3,2025
TITAN-01,Drift / Ramp,Haulage LHD,Power Transmission Failure,80.0,54.0,2024
SUR-03,Shaft / Hoistway,Haulage LHD,Electrical Fault,55.7,18.8,2024
TITAN-01,Underground Haulageway,Slurry Pump,Hydraulic Burst,69.0,4.0,2023
ANDINA-02,Pump Station,Mine Fan,Electrical Fault,51.0,42.0,2024
TITAN-01,Pump Station,Mine Fan,Hydraulic Burst,32.4,141.8,2024
TITAN-01,Pump Station,Drill Jumbo,Hydraulic Burst,8.5,31.9,2024
ANDINA-02,Pump Station,Continuous Haulage,Bearing Seizure,11.6,113.5,2025
TITAN-01,Stope Production Face,Slurry Pump,Power Transmission Failure,9.7,86.5,2023
ANDINA-02,Drift / Ramp,Continuous Haulage,Power Transmission Failure,26.2,7.7,2025
TITAN-01,Drift / Ramp,Continuous Haulage,Power Transmission Failure,20.8,59.1,2024
SUR-03,Stope Production Face,Slurry Pump,Hydraulic Burst,52.4,27.4,2024
SUR-03,Shaft / Hoistway,Mine Fan,Power Transmission Failure,77.2,13.8,2023
TITAN-01,Shaft / Hoistway,Slurry Pump,Bearing Seizure,16.5,55.7,2023
TITAN-01,Pump Station,Continuous Haulage,Hydraulic Burst,20.9,65.2,2024
TITAN-01,Underground Haulageway,Mine Fan,Hydraulic Burst,89.4,9.5,2024
SUR-03,Shaft / Hoistway,Haulage LHD,Hydraulic Burst,11.8,118.0,2025
TITAN-01,Underground Haulageway,Slurry Pump,Hydraulic Burst,41.7,66.8,2024
SUR-03,Drift / Ramp,Slurry Pump,Bearing Seizure,10.1,130.0,2025
ANDINA-02,Underground Haulageway,Mine Fan,Power Transmission Failure,31.5,18.3,2023
SUR-03,Drift / Ramp,Haulage LHD,Bearing Seizure,11.0,134.5,2025
SUR-03,Stope Production Face,Haulage LHD,Power Transmission Failure,55.6,22.1,2024
ANDINA-02,Stope Production Face,Mine Fan,Bearing Seizure,23.8,2.7,2025
SUR-03,Pump Station,Drill Jumbo,Electrical Fault,8.9,69.1,2025
TITAN-01,Shaft / Hoistway,Slurry Pump,Electrical Fault,10.1,58.4,2023
TITAN-01,Pump Station,Slurry Pump,Electrical Fault,20.3,43.7,2025
SUR-03,Drift / Ramp,Continuous Haulage,Electrical Fault,82.2,32.3,2024
TITAN-01,Pump Station,Mine Fan,Hydraulic Burst,39.2,1.6,2025
SUR-03,Underground Haulageway,Continuous Haulage,Hydraulic Burst,20.1,47.0,2025
TITAN-01,Drift / Ramp,Continuous Haulage,Bearing Seizure,13.9,25.9,2025
TITAN-01,Stope Production Face,Haulage LHD,Bearing Seizure,23.1,39.4,2024
SUR-03,Shaft / Hoistway,Slurry Pump,Electrical Fault,37.1,26.9,2025
TITAN-01,Drift / Ramp,Continuous Haulage,Power Transmission Failure,40.8,162.4,2024
SUR-03,Drift / Ramp,Haulage LHD,Electrical Fault,13.4,44.5,2025
TITAN-01,Underground Haulageway,Mine Fan,Bearing Seizure,34.7,66.4,2023
TITAN-01,Shaft / Hoistway,Continuous Haulage,Electrical Fault,29.7,132.2,2023
ANDINA-02,Stope Production Face,Slurry Pump,Bearing Seizure,80.7,43.0,2023
ANDINA-02,Drift / Ramp,Continuous Haulage,Electrical Fault,68.2,0.6,2024
SUR-03,Drift / Ramp,Mine Fan,Power Transmission Failure,41.4,1.7,2024
ANDINA-02,Underground Haulageway,Continuous Haulage,Electrical Fault,34.8,58.2,2024
SUR-03,Pump Station,Slurry Pump,Power Transmission Failure,11.7,15.7,2025
ANDINA-02,Stope Production Face,Haulage LHD,Power Transmission Failure,48.9,41.6,2024
TITAN-01,Shaft / Hoistway,Slurry Pump,Bearing Seizure,17.4,10.8,2024
SUR-03,Drift / Ramp,Haulage LHD,Power Transmission Failure,11.6,15.1,2024
SUR-03,Drift / Ramp,Drill Jumbo,Hydraulic Burst,15.6,33.7,2024
TITAN-01,Stope Production Face,Slurry Pump,Hydraulic Burst,47.4,178.2,2023
SUR-03,Pump Station,Slurry Pump,Hydraulic Burst,7.9,46.0,2025
SUR-03,Drift / Ramp,Mine Fan,Bearing Seizure,18.6,132.1,2023
